workerid,age,gender,race,region,regionComments,verification_1,verification_2,stimulus1,stimulus2,speaker,sentence,intonation,context_condition,answer,certainty,comment
A19KF02ULCISTQ,age=4,gend=2,eth=4,South Texas,none,Don't forhet your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A19KF02ULCISTQ,age=4,gend=2,eth=4,South Texas,none,Remember to feed the cat.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=lfall,response=4,
A19KF02ULCISTQ,age=4,gend=2,eth=4,South Texas,none,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=hlevel,response=4,
A19KF02ULCISTQ,age=4,gend=2,eth=4,South Texas,none,Have a nice trip,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A19KF02ULCISTQ,age=4,gend=2,eth=4,South Texas,none,Ok. Go out and play.,Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
AJ1VMW9NT7287,age=2,gend=2,eth=3,Southeast,,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=hlevel,response=4,
AJ1VMW9NT7287,age=2,gend=2,eth=3,Southeast,,Have a nice trip.,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
AJ1VMW9NT7287,age=2,gend=2,eth=3,Southeast,,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=lfall,response=4,
AJ1VMW9NT7287,age=2,gend=2,eth=3,Southeast,,Do you have questions about your test results?,Yes I am leaving for Cancun in a week!,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AJ1VMW9NT7287,age=2,gend=2,eth=3,Southeast,,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=5,
AJ1VMW9NT7287,age=2,gend=2,eth=3,Southeast,,Take a cookie.,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=5,
AJ1VMW9NT7287,age=2,gend=2,eth=3,Southeast,,Huh.  Okay go out and play.,Oh.  Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
AJ1VMW9NT7287,age=2,gend=2,eth=3,Southeast,,Don't forget your lunch box!,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A3L60U1XXIFA4X,age=2,gend=2,eth=3,Northeast,No thank you.,Take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,
A3L60U1XXIFA4X,age=2,gend=2,eth=3,Northeast,No thank you.,Have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A3L60U1XXIFA4X,age=2,gend=2,eth=3,Northeast,No thank you.,Get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=3,
A3L60U1XXIFA4X,age=2,gend=2,eth=3,Northeast,No thank you.,Remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,
A3L60U1XXIFA4X,age=2,gend=2,eth=3,Northeast,No thank you.,Enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A3L60U1XXIFA4X,age=2,gend=2,eth=3,Northeast,No thank you.,Do you have questions about your test results?,Yes. I leave for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3L60U1XXIFA4X,age=2,gend=2,eth=3,Northeast,No thank you.,Okay - go out and play,Please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3L60U1XXIFA4X,age=2,gend=2,eth=3,Northeast,No thank you.,Don't forget your lunch box,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A2O65XUHRFVX93,age=1,gend=2,eth=3,midwest,,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A2O65XUHRFVX93,age=1,gend=2,eth=3,midwest,,please don't have broken another glass,okay go out an play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2O65XUHRFVX93,age=1,gend=2,eth=3,midwest,,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,
A2O65XUHRFVX93,age=1,gend=2,eth=3,midwest,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=lfall,response=5,
A2O65XUHRFVX93,age=1,gend=2,eth=3,midwest,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=lfall,response=4,
A2O65XUHRFVX93,age=1,gend=2,eth=3,midwest,,good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A2O65XUHRFVX93,age=1,gend=2,eth=3,midwest,,don't forget your lunch box,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=lfall,response=5,
A2O65XUHRFVX93,age=1,gend=2,eth=3,midwest,,do you have questions about your test results?,yes I'm leaving to cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AVDQYRGQOAED,age=2,gend=1,eth=3,Maryland,,Remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=4,I chose the first one because the second one sounded like a question.
AVDQYRGQOAED,age=2,gend=1,eth=3,Maryland,,Ugh please don't have broken another glass.,Uhhh. Ok go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
AVDQYRGQOAED,age=2,gend=1,eth=3,Maryland,,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=lfall,response=4,Option 2 just sounded more natural.
AVDQYRGQOAED,age=2,gend=1,eth=3,Maryland,,Avoid the highway.,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=4,
AVDQYRGQOAED,age=2,gend=1,eth=3,Maryland,,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=4,I chose the first one because it has more emotion.
AVDQYRGQOAED,age=2,gend=1,eth=3,Maryland,,Enjoy the movie.,ed,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
AVDQYRGQOAED,age=2,gend=1,eth=3,Maryland,,Do you have questions about your test results?,Yes! I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AVDQYRGQOAED,age=2,gend=1,eth=3,Maryland,,Don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A1ZV9ZB4N89M9,age=1,gend=1,eth=2,California,,avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
A1ZV9ZB4N89M9,age=1,gend=1,eth=2,California,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=4,
A1ZV9ZB4N89M9,age=1,gend=1,eth=2,California,,don't forget your lunchbox ,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A1ZV9ZB4N89M9,age=1,gend=1,eth=2,California,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=5,
A1ZV9ZB4N89M9,age=1,gend=1,eth=2,California,,enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A1ZV9ZB4N89M9,age=1,gend=1,eth=2,California,,Do you have questions about your test results?,Yes! I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1ZV9ZB4N89M9,age=1,gend=1,eth=2,California,,okay go out and play,ugh please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1ZV9ZB4N89M9,age=1,gend=1,eth=2,California,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A27O2IILV3S5YS,age=2,gend=1,eth=3,EAST COAST,Thank You,Hand in the assignment by noon,Hand in the assignment by noon,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,
A27O2IILV3S5YS,age=2,gend=1,eth=3,EAST COAST,Thank You,Ugh please don't have broken another class,Ok go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A27O2IILV3S5YS,age=2,gend=1,eth=3,EAST COAST,Thank You,Do you have questions about your test results?,Yes i leave for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A27O2IILV3S5YS,age=2,gend=1,eth=3,EAST COAST,Thank You,don't forget your lunch box,don't forget your lunch box,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A27O2IILV3S5YS,age=2,gend=1,eth=3,EAST COAST,Thank You,remember to feed the cats,remember to feed the cats,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A27O2IILV3S5YS,age=2,gend=1,eth=3,EAST COAST,Thank You,good luck with the test,good luck with the test,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=4,
A27O2IILV3S5YS,age=2,gend=1,eth=3,EAST COAST,Thank You,get well soon,get well soon,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A27O2IILV3S5YS,age=2,gend=1,eth=3,EAST COAST,Thank You,have fun at the party,have fun at the party,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A3A192U98U9HQD,age=3,gend=2,eth=3,western New York,cool study!,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=4,Given the look of concern the second clip fits better but it would be nice with the first since the patient doesn't know how sick he is.
A3A192U98U9HQD,age=3,gend=2,eth=3,western New York,cool study!,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=4,The second one is more gracious.
A3A192U98U9HQD,age=3,gend=2,eth=3,western New York,cool study!,Take these pills for a week.,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,
A3A192U98U9HQD,age=3,gend=2,eth=3,western New York,cool study!,Don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=4,Second clip is nicer the first says 'you are a ditz like I've always said.'
A3A192U98U9HQD,age=3,gend=2,eth=3,western New York,cool study!,Yes I'm leaving for Cancun in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3A192U98U9HQD,age=3,gend=2,eth=3,western New York,cool study!,Oh please don't have broken another glass.,Ah ok go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3A192U98U9HQD,age=3,gend=2,eth=3,western New York,cool study!,Enjoy your dinner.,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=4,Second is more chipper better customer service.
A3A192U98U9HQD,age=3,gend=2,eth=3,western New York,cool study!,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=4,second is nicer the first sounds scolding
AP1GUYW0B0HOP,age=2,,eth=3,Michigan,No but thank you for the opportunity to complete your study! ,Don't forget your lunch box. ,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
AP1GUYW0B0HOP,age=2,,eth=3,Michigan,No but thank you for the opportunity to complete your study! ,Get well soon! ,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=4,
AP1GUYW0B0HOP,age=2,,eth=3,Michigan,No but thank you for the opportunity to complete your study! ,Remember to feed the cats. ,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=4,
AP1GUYW0B0HOP,age=2,,eth=3,Michigan,No but thank you for the opportunity to complete your study! ,Have fun at the party!,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=lfall,response=5,
AP1GUYW0B0HOP,age=2,,eth=3,Michigan,No but thank you for the opportunity to complete your study! ,Avoid the highway.,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
AP1GUYW0B0HOP,age=2,,eth=3,Michigan,No but thank you for the opportunity to complete your study! ,Yes! I leave for Cancun in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AP1GUYW0B0HOP,age=2,,eth=3,Michigan,No but thank you for the opportunity to complete your study! ,Enjoy the movie.,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
AP1GUYW0B0HOP,age=2,,eth=3,Michigan,No but thank you for the opportunity to complete your study! ,#NAME?,Please don't have broken another glass!,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A21W6704ES6YYZ,age=2,gend=1,eth=3,Mid West,No I have none. ,Have fun at the party!,Have fun at the party. ,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=hlevel,response=5,
A21W6704ES6YYZ,age=2,gend=1,eth=3,Mid West,No I have none. ,Have a nice trip. ,Have a nice trip!,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A21W6704ES6YYZ,age=2,gend=1,eth=3,Mid West,No I have none. ,Take a cookie. ,Take a cookie. ,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=hlevel,response=4,
A21W6704ES6YYZ,age=2,gend=1,eth=3,Mid West,No I have none. ,Remember to feed the cats.,Remember to feed the cats. ,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=1,
A21W6704ES6YYZ,age=2,gend=1,eth=3,Mid West,No I have none. ,Yes I am leaving for Cancun in a week. ,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A21W6704ES6YYZ,age=2,gend=1,eth=3,Mid West,No I have none. ,Get well soon. ,Get well soon. ,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=5,
A21W6704ES6YYZ,age=2,gend=1,eth=3,Mid West,No I have none. ,Okay go out and play. ,Please don't have broke another glass. ,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A21W6704ES6YYZ,age=2,gend=1,eth=3,Mid West,No I have none. ,Don't forget your  lunchbox. ,Don't forget your lunchbox. ,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A3CDWPBKYDDASL,age=1,gend=2,eth=3,southwest,,ok go out and play,ugg pls dont have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3CDWPBKYDDASL,age=1,gend=2,eth=3,southwest,,dont forget your lunch box,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A3CDWPBKYDDASL,age=1,gend=2,eth=3,southwest,,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A3CDWPBKYDDASL,age=1,gend=2,eth=3,southwest,,do you have questions about your test results,yes i am leaving for cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3CDWPBKYDDASL,age=1,gend=2,eth=3,southwest,,good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A3CDWPBKYDDASL,age=1,gend=2,eth=3,southwest,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A3CDWPBKYDDASL,age=1,gend=2,eth=3,southwest,,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=5,
A3CDWPBKYDDASL,age=1,gend=2,eth=3,southwest,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A1NGABF082HR2P,age=4,gend=1,eth=3,CA,No,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=5,
A1NGABF082HR2P,age=4,gend=1,eth=3,CA,No,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=lfall,response=5,
A1NGABF082HR2P,age=4,gend=1,eth=3,CA,No,Would you like your test results?,Yes I leave for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1NGABF082HR2P,age=4,gend=1,eth=3,CA,No,Oh please don't have broken another glass,Okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1NGABF082HR2P,age=4,gend=1,eth=3,CA,No,Take a cookie,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=5,
A1NGABF082HR2P,age=4,gend=1,eth=3,CA,No,Have a nice trip,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=lfall,response=4,
A1NGABF082HR2P,age=4,gend=1,eth=3,CA,No,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=lfall,response=4,
A1NGABF082HR2P,age=4,gend=1,eth=3,CA,No,Don't forget your lunch box,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A2A3QA1VCMLUSX,age=1,gend=1,eth=4,Florida,,ok go out and play,please dont have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2A3QA1VCMLUSX,age=1,gend=1,eth=4,Florida,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=5,
A2A3QA1VCMLUSX,age=1,gend=1,eth=4,Florida,,yes i leave for cancun iin a week,you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2A3QA1VCMLUSX,age=1,gend=1,eth=4,Florida,,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=hlevel,response=5,
A2A3QA1VCMLUSX,age=1,gend=1,eth=4,Florida,,dont forget your lunch box,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A2A3QA1VCMLUSX,age=1,gend=1,eth=4,Florida,,take a cookie,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=hlevel,response=5,
A2A3QA1VCMLUSX,age=1,gend=1,eth=4,Florida,,have a nice trip,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A2A3QA1VCMLUSX,age=1,gend=1,eth=4,Florida,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=lfall,response=5,
AU7RK2T2CMUBV,age=5,gend=1,eth=3,midwest,,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=lfall,response=4,only difference is intonation
AU7RK2T2CMUBV,age=5,gend=1,eth=3,midwest,,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=lfall,response=4,2nd sounds more concerned; first is too breezy
AU7RK2T2CMUBV,age=5,gend=1,eth=3,midwest,,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,first too breezy; second is more in line with instructions
AU7RK2T2CMUBV,age=5,gend=1,eth=3,midwest,,do you have questions about your test results,yes I'm leaving for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
AU7RK2T2CMUBV,age=5,gend=1,eth=3,midwest,,ok go out and play,please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
AU7RK2T2CMUBV,age=5,gend=1,eth=3,midwest,,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,first matches lightness of prior comments
AU7RK2T2CMUBV,age=5,gend=1,eth=3,midwest,,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=4,these sounded very close but maybe a little upbeat intonation in first
AU7RK2T2CMUBV,age=5,gend=1,eth=3,midwest,,good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=4,first sounds more sincere
A214PGGAZWG2BV,age=4,gend=1,eth=3,South,No,don't forget your lunchbox,don't forget your lunchbox,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A214PGGAZWG2BV,age=4,gend=1,eth=3,South,No,yes I leave for Cancun in a week,you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A214PGGAZWG2BV,age=4,gend=1,eth=3,South,No,please don't have broken another glass,okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A214PGGAZWG2BV,age=4,gend=1,eth=3,South,No,get well soon,get well soon,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=5,
A214PGGAZWG2BV,age=4,gend=1,eth=3,South,No,take these pills for a week,take these pills for a week,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=hlevel,response=5,
A214PGGAZWG2BV,age=4,gend=1,eth=3,South,No,have fun at the party,have fun at the party,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A214PGGAZWG2BV,age=4,gend=1,eth=3,South,No,enjoy your dinner,enjoy your dinner,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A214PGGAZWG2BV,age=4,gend=1,eth=3,South,No,remember to feed the cats,remember to feed the cats,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,
A2045ID5T6YTSW,age=2,gend=1,eth=3,California,,Hand in the assignment by noon.,Hand in the assignment by noon.,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=hlevel,response=5,
A2045ID5T6YTSW,age=2,gend=1,eth=3,California,,Get well soon.,Get well soon.,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A2045ID5T6YTSW,age=2,gend=1,eth=3,California,,Have fun at the party.,Have fun at the party.,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A2045ID5T6YTSW,age=2,gend=1,eth=3,California,,Please don't have broken another glass.,Ok go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2045ID5T6YTSW,age=2,gend=1,eth=3,California,,Do you have questions about your test results,Yes I leave for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2045ID5T6YTSW,age=2,gend=1,eth=3,California,,Remember to feed the cats.,Remember to feed the cats.,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A2045ID5T6YTSW,age=2,gend=1,eth=3,California,,Good luck with the test.,Good luck with the test.,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A2045ID5T6YTSW,age=2,gend=1,eth=3,California,,Don't forget your lunchbox.,Don't forget your lunchbox.,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A5B6HXICKBU3Q,age=2,gend=1,eth=3,new england,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=5,
A5B6HXICKBU3Q,age=2,gend=1,eth=3,new england,,don't forget your lunch box,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A5B6HXICKBU3Q,age=2,gend=1,eth=3,new england,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=4,
A5B6HXICKBU3Q,age=2,gend=1,eth=3,new england,,yes I leave for cancun in a week,do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A5B6HXICKBU3Q,age=2,gend=1,eth=3,new england,,enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A5B6HXICKBU3Q,age=2,gend=1,eth=3,new england,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A5B6HXICKBU3Q,age=2,gend=1,eth=3,new england,,take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=4,
A5B6HXICKBU3Q,age=2,gend=1,eth=3,new england,,please don't have broken another glass,okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A10O5YR01H865K,age=1,gend=2,eth=3,Midwest,no,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=4,
A10O5YR01H865K,age=1,gend=2,eth=3,Midwest,no,good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A10O5YR01H865K,age=1,gend=2,eth=3,Midwest,no,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A10O5YR01H865K,age=1,gend=2,eth=3,Midwest,no,get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A10O5YR01H865K,age=1,gend=2,eth=3,Midwest,no,yes i am leaving for cancun in a week,do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A10O5YR01H865K,age=1,gend=2,eth=3,Midwest,no,don't forget your lunch box,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A10O5YR01H865K,age=1,gend=2,eth=3,Midwest,no,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=4,
